problem_name,ptype,xtype,dim,mb,ml,mu,mcon,mlcon,mnlcon,m_ub,m_eq,m_linear_ub,m_linear_eq,m_nonlinear_ub,m_nonlinear_eq,f0,isfeasibility,isgrad,ishess,isjcub,isjceq,ishcub,ishceq,argins,dims,mbs,mls,mus,mcons,mlcons,mnlcons,m_ubs,m_eqs,m_linear_ubs,m_linear_eqs,m_nonlinear_ubs,m_nonlinear_eqs,f0s
KIWCRESC,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
KOEBHELB,b,r,3,2,2,0,0,0,0,0,0,0,0,0,0,113.36793657804776,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
KOWOSB,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0053136153581918,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
KSIP,l,r,20,0,0,0,1001,1001,0,1001,0,1001,0,0,0,14.390958630199997,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
KTMODEL,n,r,711,683,683,0,450,180,270,0,450,0,180,0,270,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LAKES,n,r,90,18,18,0,78,60,18,0,78,0,60,0,18,734589085420.1166,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LANCZOS1LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.7503748429565,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LANCZOS2LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.75047288563053,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LANCZOS3LS,u,r,6,0,0,0,0,0,0,0,0,0,0,0,0,269.7514694982056,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LAUNCH,n,r,25,50,25,25,29,18,11,20,9,12,6,8,3,12.220731176988958,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LCH,n,r,3000,0,0,0,1,0,1,0,1,0,0,0,1,6493496.901141809,0,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100}{'N':200},30 150 300 600,0 0 0 0,0 0 0 0,0 0 0 0,1 1 1 1,0 0 0 0,1 1 1 1,0 0 0 0,1 1 1 1,0 0 0 0,0 0 0 0,0 0 0 0,1 1 1 1,581.9011419930711 15921.901142000008 64346.90114200235 258696.9011420045
LEAKNET,n,r,156,82,76,6,153,73,80,0,153,0,73,0,80,15.28830878999,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN1,l,r,1510,804,387,417,2220,2220,0,1024,1196,1024,1196,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN2,l,r,1518,1134,536,598,2329,2329,0,1264,1065,1264,1065,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN3,l,r,1200,2196,996,1200,2973,2973,0,2944,29,2944,29,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN4,l,r,1200,2196,996,1200,2973,2973,0,2944,29,2944,29,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN5,l,r,1200,2196,996,1200,2973,2973,0,2944,29,2944,29,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN6,l,r,1200,2167,967,1200,3091,3091,0,3062,29,3062,29,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEUVEN7,l,r,360,659,300,359,946,946,0,946,0,946,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LEWISPOL,n,r,6,12,6,6,9,3,6,0,9,0,3,0,6,5.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LHAIFAM,n,r,99,0,0,0,150,0,150,150,0,0,0,150,0,0.6931471805599453,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LIARWHD,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,2925000.0,0,1,1,1,1,1,1,{'N':36}{'N':100}{'N':500}{'N':1000}{'N':10000},36 100 500 1000 10000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,21060.0 58500.0 292500.0 585000.0 5850000.0
LIN,l,r,4,8,4,4,2,2,0,0,2,0,2,0,0,,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LINCONT,l,r,249,0,0,0,419,419,0,0,419,0,419,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LINSPANH,l,r,81,162,81,81,33,33,0,0,33,0,33,0,0,-77.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LINVERSE,b,r,1999,1000,1000,0,0,0,0,0,0,0,0,0,0,9218.382610742345,0,1,1,1,1,1,1,{'N':10}{'N':100}{'N':500},19 199 999,10 100 500,10 100 500,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,63.078065027456255 905.1428734264334 4594.436394334529
LMINSURF,u,r,5329,0,0,0,0,0,0,0,0,0,0,0,0,28.45833079116775,0,1,1,1,1,1,1,{'P':4}{'P':7}{'P':8}{'P':11}{'P':31}{'P':32}{'P':100}{'P':125},4 25 36 81 841 900 9604 15129,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0,16.907675069928235 22.585018691678627 23.461407838869942 25.075462466226547 27.66982431407405 27.71241509366803 28.594813369744635 28.67636082525965
LOADBAL,l,r,31,42,31,11,31,31,0,20,11,20,11,0,0,1.54669260714,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LOGHAIRY,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,6.552519791934271,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LOGROS,b,r,2,2,2,0,0,0,0,0,0,0,0,0,0,7.571391256167693,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LOOTSMA,n,r,3,4,3,1,2,0,2,2,0,0,0,2,0,3.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LOTSCHD,l,r,12,12,12,0,7,7,0,0,7,0,7,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LSC1LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,63019.32218099449,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LSC2LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,235144.3534117177,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LSNNODOC,l,r,5,6,3,3,4,4,0,0,4,0,4,0,0,2568.5727609564105,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LSQFIT,l,r,2,1,1,0,1,1,0,1,0,1,0,0,0,1.0172629999999998,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUBRIF,n,r,3749,3747,2498,1249,2500,1251,1249,0,2500,0,1251,0,1249,0.0,0,1,1,1,1,1,1,{'NN':10}{'NN':50},149 749,147 747,98 498,49 249,100 500,51 251,49 249,0 0,100 500,0 0,51 251,0 0,49 249,0.0 0.0
LUBRIFC,n,r,3749,3747,2498,1249,2500,1251,1249,0,2500,0,1251,0,1249,0.0,0,1,1,1,1,1,1,{'NN':10}{'NN':50},149 749,147 747,98 498,49 249,100 500,51 251,49 249,0 0,100 500,0 0,51 251,0 0,49 249,0.0 0.0
LUKSAN11LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,626.0639857227842,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN12LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,32160.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN13LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,64352.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN14LS,u,r,98,0,0,0,0,0,0,0,0,0,0,0,0,26880.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN15,n,r,100,0,0,0,196,0,196,0,196,0,0,0,196,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN15LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,27015.846760787117,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN16,n,r,100,0,0,0,196,0,196,0,196,0,0,0,196,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN16LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,13068.484181197407,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN17LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,1687370.148927746,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN21LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,99.98750720033208,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKSAN22LS,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,24876.864702602004,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
LUKVLE1,n,r,10000,0,0,0,9998,0,9998,0,9998,0,0,0,9998,2540516.0000000936,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,0 0,98 998,0 0,0 0,0 0,98 998,24926.000000000025 253615.99999999526
LUKVLE10,n,r,10000,0,0,0,9998,0,9998,0,9998,0,0,0,9998,10000.0,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,0 0,98 998,0 0,0 0,0 0,98 998,100.0 1000.0
LUKVLE13,n,r,9998,0,0,0,6664,0,6664,0,6664,0,0,0,6664,279888.0,0,1,1,1,1,1,1,{'N':98}{'N':998},98 998,0 0,0 0,0 0,64 664,0 0,64 664,0 0,64 664,0 0,0 0,0 0,64 664,2688.0 27888.0
LUKVLE2,n,r,10000,0,0,0,4999,0,4999,0,4999,0,0,0,4999,4332909.099999743,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,49 499,0 0,49 499,0 0,49 499,0 0,0 0,0 0,49 499,46704.10000000005 436359.10000000347
LUKVLE3,n,r,10000,0,0,0,2,0,2,0,2,0,0,0,2,2574185.0,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,2 2,0 0,2 2,0 0,2 2,0 0,0 0,0 0,2 2,24935.0 256685.0
LUKVLE4,n,r,10000,0,0,0,4999,0,4999,0,4999,0,0,0,4999,3106677.672753324,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,49 499,0 0,49 499,0 0,49 499,0 0,0 0,0 0,49 499,29879.67945089917 309607.67884203774
LUKVLE5,n,r,10000,0,0,0,9996,0,9996,0,9996,0,0,0,9996,50412.72034176649,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,96 996,0 0,96 996,0 0,96 996,0 0,0 0,0 0,96 996,519.8495143511543 5055.565044116469
LUKVLE6,n,r,9999,0,0,0,4999,0,4999,0,4999,0,0,0,4999,3110286316.4221897,0,1,1,1,1,1,1,{'N':99}{'N':999},99 999,0 0,0 0,0 0,49 499,0 0,49 499,0 0,49 499,0 0,0 0,0 0,49 499,30258073.594136275 310260641.1239755
LUKVLE7,n,r,10000,0,0,0,4,0,4,0,4,0,0,0,4,22995597.06344078,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,4 4,0 0,4 4,0 0,4 4,0 0,0 0,0 0,4 4,2404.7789828618775 230919.3254268192
LUKVLE8,n,r,10000,0,0,0,9998,0,9998,0,9998,0,0,0,9998,5711868.776884748,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,0 0,98 998,0 0,0 0,0 0,98 998,57118.6877688432 571186.8776884299
LUKVLE9,n,r,10000,0,0,0,6,0,6,0,6,0,0,0,6,5005.000000237487,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,6 6,0 0,6 6,0 0,6 6,0 0,0 0,0 0,6 6,50.05000000237487 500.5000000237487
LUKVLI1,n,r,10000,0,0,0,9998,0,9998,9998,0,0,0,9998,0,2540516.0000000936,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,98 998,0 0,0 0,0 0,98 998,0 0,24926.000000000025 253615.99999999526
LUKVLI10,n,r,10000,0,0,0,9998,0,9998,9998,0,0,0,9998,0,10000.0,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,98 998,0 0,0 0,0 0,98 998,0 0,100.0 1000.0
LUKVLI14,n,r,9998,0,0,0,6664,0,6664,6664,0,0,0,6664,0,177402344.0,0,1,1,1,1,1,1,{'N':98}{'N':998},98 998,0 0,0 0,0 0,64 664,0 0,64 664,64 664,0 0,0 0,0 0,64 664,0 0,1703744.0 17676344.0
LUKVLI15,n,r,9997,0,0,0,7497,0,7497,7497,0,0,0,7497,0,6423959388.0,0,1,1,1,1,1,1,{'N':97}{'N':997},97 997,0 0,0 0,0 0,72 747,0 0,72 747,72 747,0 0,0 0,0 0,72 747,0 0,61694688.0 640082388.0
LUKVLI16,n,r,9997,0,0,0,7497,0,7497,7497,0,0,0,7497,0,56227.5,0,1,1,1,1,1,1,{'N':97}{'N':997},97 997,0 0,0 0,0 0,72 747,0 0,72 747,72 747,0 0,0 0,0 0,72 747,0 0,540.0 5602.5
LUKVLI17,n,r,9997,0,0,0,7497,0,7497,7497,0,0,0,7497,0,134946.0,0,1,1,1,1,1,1,{'N':97}{'N':997},97 997,0 0,0 0,0 0,72 747,0 0,72 747,72 747,0 0,0 0,0 0,72 747,0 0,1296.0 13446.0
LUKVLI2,n,r,10000,0,0,0,4999,0,4999,4999,0,0,0,4999,0,4332909.099999743,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,49 499,0 0,49 499,49 499,0 0,0 0,0 0,49 499,0 0,46704.10000000005 436359.10000000347
LUKVLI3,n,r,10000,0,0,0,2,0,2,2,0,0,0,2,0,2574185.0,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,2 2,0 0,2 2,2 2,0 0,0 0,0 0,2 2,0 0,24935.0 256685.0
LUKVLI4,n,r,10000,0,0,0,4999,0,4999,4999,0,0,0,4999,0,3106677.672753324,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,49 499,0 0,49 499,49 499,0 0,0 0,0 0,49 499,0 0,29879.67945089917 309607.67884203774
LUKVLI5,n,r,10000,0,0,0,9996,0,9996,9996,0,0,0,9996,0,50412.72034176649,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,96 996,0 0,96 996,96 996,0 0,0 0,0 0,96 996,0 0,519.8495143511543 5055.565044116469
LUKVLI6,n,r,9999,0,0,0,4999,0,4999,4999,0,0,0,4999,0,3110286316.4221897,0,1,1,1,1,1,1,{'N':99}{'N':999},99 999,0 0,0 0,0 0,49 499,0 0,49 499,49 499,0 0,0 0,0 0,49 499,0 0,30258073.594136275 310260641.1239755
LUKVLI7,n,r,10000,0,0,0,4,0,4,4,0,0,0,4,0,22995597.06344078,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,4 4,0 0,4 4,4 4,0 0,0 0,0 0,4 4,0 0,2404.7789828618775 230919.3254268192
LUKVLI8,n,r,10000,0,0,0,9998,0,9998,9998,0,0,0,9998,0,5711868.776884748,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,98 998,0 0,98 998,98 998,0 0,0 0,0 0,98 998,0 0,57118.6877688432 571186.8776884299
LUKVLI9,n,r,10000,0,0,0,6,0,6,6,0,0,0,6,0,5005.000000237487,0,1,1,1,1,1,1,{'N':100}{'N':1000},100 1000,0 0,0 0,0 0,6 6,0 0,6 6,6 6,0 0,0 0,0 0,6 6,0 0,50.05000000237487 500.5000000237487
MADSEN,n,r,3,0,0,0,6,0,6,6,0,0,0,6,0,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MADSSCHJ,n,r,201,0,0,0,398,0,398,398,0,0,0,398,0,0.0,0,1,1,1,1,1,1,{'N':4}{'N':10}{'N':20}{'N':30}{'N':40}{'N':50}{'N':60}{'N':70}{'N':80}{'N':90}{'N':100},5 11 21 31 41 51 61 71 81 91 101,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,6 18 38 58 78 98 118 138 158 178 198,0 0 0 0 0 0 0 0 0 0 0,6 18 38 58 78 98 118 138 158 178 198,6 18 38 58 78 98 118 138 158 178 198,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0,6 18 38 58 78 98 118 138 158 178 198,0 0 0 0 0 0 0 0 0 0 0,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
MAKELA1,n,r,3,0,0,0,2,1,1,2,0,1,0,1,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MAKELA2,n,r,3,0,0,0,3,0,3,3,0,0,0,3,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MAKELA3,n,r,21,0,0,0,20,0,20,20,0,0,0,20,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MAKELA4,l,r,21,0,0,0,40,40,0,40,0,40,0,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MANCINO,u,r,100,0,0,0,0,0,0,0,0,0,0,0,0,1103212569430.8877,0,1,1,1,1,1,1,{'N':10}{'N':20}{'N':30}{'N':50},10 20 30 50,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,0 0 0 0,122280.99005155412 14377356.379447956 242527645.44412807 8630980597.673418
MANNE,n,r,5999,7249,5999,1250,4000,2000,2000,4000,0,2000,0,2000,0,-0.9745725932547528,0,1,1,1,1,1,1,{'T':100}{'T':365}{'T':1000},299 1094 2999,399 1459 3999,299 1094 2999,100 365 1000,200 730 2000,100 365 1000,100 365 1000,200 730 2000,0 0 0,100 365 1000,0 0 0,100 365 1000,0 0 0,-0.9745725932342019 -0.9745725932547535 -0.9745725932547528
MARATOS,n,r,2,0,0,0,1,0,1,0,1,0,0,0,1,-1.09999978,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MARATOSB,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,48401.100000000086,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MATRIX2,n,r,6,4,2,2,2,0,2,2,0,0,0,2,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MAXLIKA,b,r,8,16,8,8,0,0,0,0,0,0,0,0,0,1291.260085356353,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MCCORMCK,b,r,5000,10000,5000,5000,0,0,0,0,0,0,0,0,0,4999.0,0,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100}{'N':500}{'N':1000}{'N':10000}{'N':50000},10 50 100 500 1000 10000 50000,20 100 200 1000 2000 20000 100000,10 50 100 500 1000 10000 50000,10 50 100 500 1000 10000 50000,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,0 0 0 0 0 0 0,9.0 49.0 99.0 499.0 999.0 9999.0 49999.0
MCONCON,n,r,15,5,0,5,11,7,4,0,11,0,7,0,4,-6755.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MDHOLE,b,r,2,1,1,0,0,0,0,0,0,0,0,0,0,248.4001190872044,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MESH,n,r,33,48,31,17,48,28,20,24,24,24,4,0,20,0.0001424650787368,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MEXHAT,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,1475481.7047999855,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MEYER3,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,1693607809.4361455,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH09LS,u,r,4,0,0,0,0,0,0,0,0,0,0,0,0,897.5453780404946,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH10LS,u,r,3,0,0,0,0,0,0,0,0,0,0,0,0,4515242701191391.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH10S,n,r,3,0,0,0,16,0,16,0,16,0,0,0,16,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH17,n,r,5,0,0,0,33,0,33,0,33,0,0,0,33,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH17LS,u,r,5,0,0,0,0,0,0,0,0,0,0,0,0,87848.85333348386,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MGH17S,n,r,5,0,0,0,33,0,33,0,33,0,0,0,33,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MIFFLIN1,n,r,3,0,0,0,2,1,1,2,0,1,0,1,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MIFFLIN2,n,r,3,0,0,0,2,0,2,2,0,0,0,2,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MINC44,n,r,1103,1193,1103,90,1032,19,1013,0,1032,0,19,0,1013,0.0,0,1,1,1,1,1,1,{'N':2}{'N':3}{'N':4}{'N':5}{'N':6}{'N':7}{'N':8}{'N':9},3 10 23 46 87 162 303 574,5 16 35 66 117 204 359 646,3 10 23 46 87 162 303 574,2 6 12 20 30 42 56 72,4 9 18 35 68 133 262 519,3 5 7 9 11 13 15 17,1 4 11 26 57 120 247 502,0 0 0 0 0 0 0 0,4 9 18 35 68 133 262 519,0 0 0 0 0 0 0 0,3 5 7 9 11 13 15 17,0 0 0 0 0 0 0 0,1 4 11 26 57 120 247 502,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
MINMAXBD,n,r,5,0,0,0,20,0,20,20,0,0,0,20,0,825.559,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MINMAXRB,n,r,3,0,0,0,4,2,2,4,0,2,0,2,0,1.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MINPERM,n,r,1113,1213,1113,100,1033,20,1013,0,1033,0,20,0,1013,0.0,0,1,1,1,1,1,1,{'N':2}{'N':3}{'N':4}{'N':5}{'N':6}{'N':7}{'N':8}{'N':9},5 13 27 51 93 169 311 583,9 22 43 76 129 218 375 664,5 13 27 51 93 169 311 583,4 9 16 25 36 49 64 81,5 10 19 36 69 134 263 520,4 6 8 10 12 14 16 18,1 4 11 26 57 120 247 502,0 0 0 0 0 0 0 0,5 10 19 36 69 134 263 520,0 0 0 0 0 0 0 0,4 6 8 10 12 14 16 18,0 0 0 0 0 0 0 0,1 4 11 26 57 120 247 502,0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
MINSURF,u,r,36,0,0,0,0,0,0,0,0,0,0,0,0,3.808578906760983,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MINSURFO,b,r,5002,5002,5002,0,0,0,0,0,0,0,0,0,0,2.323143220538463,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MISRA1ALS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,10780.190163909729,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MISRA1BLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,10994.31720757,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MISRA1CLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,11603.016411876715,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MISRA1DLS,u,r,2,0,0,0,0,0,0,0,0,0,0,0,0,11202.656768336205,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MISTAKE,n,r,9,1,1,0,13,0,13,13,0,0,0,13,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MNISTS0,n,r,494,0,0,0,60000,0,60000,0,60000,0,0,0,60000,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MNISTS0LS,u,r,494,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MNISTS5,n,r,494,0,0,0,60000,0,60000,0,60000,0,0,0,60000,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MNISTS5LS,u,r,494,0,0,0,0,0,0,0,0,0,0,0,0,30000.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MODBEALE,u,r,20000,0,0,0,0,0,0,0,0,0,0,0,0,12640781.25,0,1,1,1,1,1,1,{'N/2':1}{'N/2':2}{'N/2':5}{'N/2':100}{'N/2':1000},2 4 10 200 2000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,14.203125 1278.40625 5071.015625 125170.3125 1262953.125
MODEL,l,r,42,84,42,42,38,38,0,15,23,15,23,0,0,0.0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,
MOREBV,u,r,5000,0,0,0,0,0,0,0,0,0,0,0,0,1.5969074274173898e-07,0,1,1,1,1,1,1,{'N':10}{'N':50}{'N':100}{'N':500}{'N':1000},10 50 100 500 1000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,0.015986548690455 0.001321345293141477 0.00036331002972930516 1.5693723806141515e-05 3.961508992188918e-06
MOREBVNE,n,r,10,0,0,0,10,0,10,0,10,0,0,0,10,0.0,0,1,1,1,1,1,1,{'N':50}{'N':100}{'N':500}{'N':1000}{'N':5000},50 100 500 1000 5000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,50 100 500 1000 5000,0 0 0 0 0,50 100 500 1000 5000,0 0 0 0 0,50 100 500 1000 5000,0 0 0 0 0,0 0 0 0 0,0 0 0 0 0,50 100 500 1000 5000,0.0 0.0 0.0 0.0 0.0
